Algorithm,BoW,time,BoWBi,BoWBi_time,TfIdf,TfIdf_time
Gaussian NB,0.5852325249983473,11.612146615982056,0.5833930454364673,11.270399570465088,0.6093018127120674,10.88046383857727
Multinomial NB,0.7377434135166094,42.23520231246948,0.6374178145803735,42.18202495574951,0.7368567808999297,6.833428621292114
Decision Tree,0.6620045710644469,84.62758040428162,0.5911941987145101,217.36713671684265,0.649639451602311,95.03275084495544
SVM,0.7374505424481528,31.174070835113525,0.6324125098481621,21.832029104232788,0.7947884663526091,7.603848695755005
AdaBoost,0.6678924445224712,424.4590353965759,0.5783132360383674,410.09173607826233,0.6595013226610141,411.92880725860596
ANN,0.7353897704822809,879.5331366062164,0.6169565575484877,1108.789004802704,0.7534232591104306,996.1522567272186
